"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"19","Sp110",71.5660825944791,3.74885211830526,1.36570911125677,2.74498580071377,0.00605135159142295,0.353624420564941
"20","Usp40",359.777167249142,-2.02183102365968,0.623636108266984,-3.24200442671309,0.00118692178768545,0.192018957420396
"21","Sh3bp4",107.66846762479,1.9685380953372,0.932908182189547,2.11010915427606,0.0348489549723186,0.635292302391942
"22","Mlph",11.5073507248319,5.28723602601901,2.59592357798942,2.036745638758,0.0416755384421469,0.658913226459955
"23","Per2",259.419338600112,-3.95373641870992,1.46917816628993,-2.69112113794489,0.00712123316777614,0.377396747953722
"24","Gpc1",1414.51261200003,2.47867479086665,0.985847914758624,2.51425676695125,0.0119283552676131,0.441751547248063
"25","Kif1a",26.090981978865,7.43916833359556,2.96837449149527,2.50614211748201,0.012205654963344,0.44582296372664
"26","Serpinb3a",1093.79082007049,-4.1221315226534,1.88611064816398,-2.18551945860974,0.0288507808081971,0.588073806685916
"27","Serpinb2",3463.61960986969,-2.04730024503347,0.663599114634831,-3.0851461370018,0.0020345216163175,0.26276103127045
"28","Gli2",27.7267893856562,3.92756375835278,1.94745843838898,2.01676383995225,0.0437201641804836,0.662005126393943
"29","Steap3",115.312065156296,3.7174229128125,1.35347619402594,2.74657428717306,0.00602212461188462,0.353259668549827
"30","Nckap5",49.8960868671691,6.19877186396811,1.37192635025535,4.51829783924944,6.23387539197178e-06,0.0053226906055119
